product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content,price_difference,discount_effectiveness_score,popularity_score,review_length,sentiment_score,main_category,category_encoded,tfidf_about_0,tfidf_about_1,tfidf_about_2,tfidf_about_3,tfidf_about_4,price_band,rating_density,discount_impact,category_popularity,engagement_score,demand_score,product_classification
B000000010,Sample Product 10,Home|Kitchen|Appliances,2044.0,806.0,0.4,2.8,28636,Great quality product with nice features.,"Amazing product, totally worth it!",-1238.0,0.22399999999999998,28.73487362755719,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,35.48451053283767,1.1199999999999999,232,31.462373627557188,0.48985615318546194,Medium Demand
B000000011,Sample Product 11,Home|Kitchen|Appliances,109.0,8479.0,0.44,2.0,21685,Great quality product with nice features.,Do not buy this waste of money.,8370.0,0.17600000000000002,19.968844340064255,31,-0.2,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,2.557193396226415,0.88,232,21.528844340064257,0.2994493400036164,Low Demand
B000000012,Sample Product 12,Home|Kitchen|Appliances,2971.0,4165.0,0.34,4.9,23239,Great quality product with nice features.,"Amazing product, totally worth it!",1194.0,0.33320000000000005,49.262788033732654,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,5.5782525204032645,1.6660000000000001,232,53.08228803373265,0.6450616260321861,Medium Demand
B000000013,Sample Product 13,Home|Kitchen|Appliances,897.0,7557.0,0.13,2.8,21890,Great quality product with nice features.,Do not buy this waste of money.,6660.0,0.07279999999999999,27.982726442814442,31,-0.2,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,2.8962688541942314,0.364,232,28.510726442814445,0.3503027545054547,Low Demand
B000000014,Sample Product 14,Clothing|Men|Shirts,1115.0,1161.0,0.68,4.0,30314,Great quality product with nice features.,Really good for the price. Fast shipping.,46.0,0.544,41.27759167402333,41,0.44999999999999996,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,26.08777969018933,2.72,280,47.16759167402333,0.6502145289614851,High Demand
B000000015,Sample Product 15,Electronics|TV|Smart,1924.0,5144.0,0.37,4.1,32536,Great quality product with nice features.,Do not buy this waste of money.,3220.0,0.3034,42.59954604743157,31,-0.2,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,6.3238095238095235,1.517,258,45.43354604743157,0.6005537339521426,High Demand
B000000016,Sample Product 16,Clothing|Men|Shirts,4569.0,9003.0,0.56,3.8,48900,Great quality product with nice features.,Do not buy this waste of money.,4434.0,0.42560000000000003,41.03070187557614,31,-0.2,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,5.430919591292759,2.128,280,45.08670187557614,0.7375014164305949,High Demand
B000000017,Sample Product 17,Clothing|Men|Shirts,3236.0,3420.0,0.18,2.9,10771,Great quality product with nice features.,Do not buy this waste of money.,184.0,0.10439999999999999,26.92564581640132,31,-0.2,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,3.1484945922244956,0.522,280,27.769645816401322,0.26477536013501296,Low Demand
B000000018,Sample Product 18,Clothing|Men|Shirts,2293.0,9774.0,0.79,2.8,39322,Great quality product with nice features.,"It is okay, nothing special.",7481.0,0.44239999999999996,29.622781631521338,28,0.4285714285714286,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,4.022710997442455,2.2119999999999997,280,34.475353060092765,0.6210491316290243,Risky Product
B000000019,Sample Product 19,Home|Kitchen|Appliances,323.0,9446.0,0.57,3.8,20427,Great quality product with nice features.,Do not buy this waste of money.,9123.0,0.4332,37.71371479351663,31,-0.2,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,2.1622737376945063,2.166,232,41.84571479351663,0.48107570369477426,Medium Demand
B000000020,Sample Product 20,Computers|Laptops|Gaming,4258.0,6736.0,0.63,4.6,44328,Great quality product with nice features.,"Terrible, broke after one day.",2478.0,0.5796,49.2172140992289,30,-1.0,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,6.579783286329227,2.8979999999999997,230,54.0132140992289,0.7231657525164246,High Demand
B000000021,Sample Product 21,Electronics|TV|Smart,4025.0,6578.0,0.45,4.8,41778,Great quality product with nice features.,"Terrible, broke after one day.",2553.0,0.432,51.072715679649754,30,-1.0,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,6.350205198358413,2.16,258,54.392715679649754,0.7021110843228257,High Demand
B000000022,Sample Product 22,Computers|Laptops|Gaming,4884.0,852.0,0.72,2.3,46251,Great quality product with nice features.,"Amazing product, totally worth it!",-4032.0,0.33119999999999994,24.70627796607236,34,0.48750000000000004,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,54.22157092614302,1.656,230,28.50577796607236,0.6311141846483032,Risky Product
B000000023,Sample Product 23,Clothing|Men|Shirts,4100.0,9594.0,0.72,2.5,7499,Great quality product with nice features.,"It is okay, nothing special.",5494.0,0.36,22.306645748811004,28,0.4285714285714286,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,0.7815528921313184,1.7999999999999998,280,26.335217177382432,0.29633591361926,Risky Product
B000000024,Sample Product 24,Clothing|Men|Shirts,1733.0,7505.0,0.12,4.8,39405,Great quality product with nice features.,"Amazing product, totally worth it!",5772.0,0.1152,50.792032166188385,34,0.48750000000000004,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,5.249800159872103,0.576,280,52.43153216618838,0.759219181333253,High Demand
B000000025,Sample Product 25,Computers|Laptops|Gaming,2252.0,658.0,0.06,4.2,40131,Great quality product with nice features.,"Terrible, broke after one day.",-1594.0,0.0504,44.51970306019111,30,-1.0,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,60.89681335356601,0.252,230,44.02370306019111,0.5882204809836657,High Demand
B000000026,Sample Product 26,Computers|Laptops|Gaming,610.0,1456.0,0.45,4.6,16396,Great quality product with nice features.,"Terrible, broke after one day.",846.0,0.414,44.64232688314939,30,-1.0,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,11.253260123541523,2.07,230,47.78232688314939,0.452631245856187,Medium Demand
B000000027,Sample Product 27,Computers|Laptops|Gaming,484.0,2571.0,0.59,2.6,49347,Great quality product with nice features.,Really good for the price. Fast shipping.,2087.0,0.3068,28.09729654469752,41,0.44999999999999996,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,19.186236391912907,1.534,230,31.61529654469752,0.6732927641492374,Risky Product
B000000028,Sample Product 28,Clothing|Men|Shirts,504.0,9095.0,0.2,3.8,2538,Great quality product with nice features.,Do not buy this waste of money.,8591.0,0.15200000000000002,29.790197210477775,31,-0.2,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,0.279023746701847,0.76,280,31.110197210477775,0.2823404255319149,Medium Demand
B000000029,Sample Product 29,Clothing|Men|Shirts,4713.0,3953.0,0.66,4.1,19227,Great quality product with nice features.,"Terrible, broke after one day.",-760.0,0.5412,40.44290359895679,30,-1.0,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,4.862670713201821,2.706,280,44.85490359895679,0.4492264480742571,Medium Demand
B000000030,Sample Product 30,Electronics|TV|Smart,4671.0,7175.0,0.52,4.0,15217,Great quality product with nice features.,"Amazing product, totally worth it!",2504.0,0.41600000000000004,38.520936866945874,34,0.48750000000000004,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,2.1205406911928653,2.08,258,43.16843686694587,0.500534352209029,Medium Demand
B000000031,Sample Product 31,Electronics|TV|Smart,2100.0,1455.0,0.34,3.2,18614,Great quality product with nice features.,"Amazing product, totally worth it!",-645.0,0.21760000000000002,31.461513556181814,34,0.48750000000000004,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,12.784340659340659,1.088,258,34.12501355618181,0.433246786661443,Low Demand
B000000032,Sample Product 32,Clothing|Men|Shirts,2856.0,6795.0,0.16,2.0,3010,Great quality product with nice features.,Do not buy this waste of money.,3939.0,0.064,16.020055056963468,31,-0.2,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,0.4429075927015892,0.32,280,16.46005505696347,0.1026077994093183,Low Demand
B000000033,Sample Product 33,Computers|Laptops|Gaming,1768.0,2212.0,0.39,3.7,24369,Great quality product with nice features.,Do not buy this waste of money.,444.0,0.2886,37.37410014249124,31,-0.2,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,11.011748757342973,1.443,230,40.06010014249124,0.4887155084081731,Medium Demand
B000000034,Sample Product 34,Computers|Laptops|Gaming,1560.0,5203.0,0.15,2.8,29328,Great quality product with nice features.,Really good for the price. Fast shipping.,3643.0,0.08399999999999999,28.801729786498925,41,0.44999999999999996,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,5.635664873174481,0.42,230,30.091729786498924,0.46830005725996016,Medium Demand
B000000035,Sample Product 35,Electronics|TV|Smart,3736.0,7063.0,0.68,3.4,14210,Great quality product with nice features.,"It is okay, nothing special.",3327.0,0.4624,32.51002341141233,28,0.4285714285714286,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,2.011608154020385,2.3120000000000003,258,37.56259483998376,0.4430103756770022,Risky Product
B000000036,Sample Product 36,Clothing|Men|Shirts,2824.0,9965.0,0.54,4.9,48444,Great quality product with nice features.,"Amazing product, totally worth it!",7141.0,0.5292000000000001,52.86210362281361,34,0.48750000000000004,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,4.860927152317881,2.6460000000000004,280,58.64160362281361,0.8929411992947984,High Demand
B000000037,Sample Product 37,Electronics|TV|Smart,4909.0,6131.0,0.25,3.2,15030,Great quality product with nice features.,Do not buy this waste of money.,1222.0,0.16,30.777184045226324,31,-0.2,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,2.4510763209393347,0.8,258,32.177184045226326,0.3402811765414984,Low Demand
B000000038,Sample Product 38,Electronics|TV|Smart,4278.0,1894.0,0.73,4.5,2078,Great quality product with nice features.,"Amazing product, totally worth it!",-2384.0,0.657,34.37839029536106,34,0.48750000000000004,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,1.0965699208443271,3.285,258,41.435890295361055,0.4527440442107167,Medium Demand
B000000039,Sample Product 39,Home|Kitchen|Appliances,2148.0,9961.0,0.52,2.6,13908,Great quality product with nice features.,Do not buy this waste of money.,7813.0,0.27040000000000003,24.80475761817854,31,-0.2,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,1.3961051997590845,1.352,232,27.308757618178543,0.2971371225363149,Risky Product
B000000040,Sample Product 40,Home|Kitchen|Appliances,4246.0,5232.0,0.24,4.0,36636,Great quality product with nice features.,"Terrible, broke after one day.",986.0,0.192,42.03525575082658,30,-1.0,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,7.000955474871011,0.96,232,42.95525575082658,0.5546220239889096,High Demand
B000000041,Sample Product 41,Home|Kitchen|Appliances,4880.0,4214.0,0.71,4.9,48921,Great quality product with nice features.,"Amazing product, totally worth it!",-666.0,0.6958000000000001,52.910114112995146,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,11.606405693950178,3.479,232,60.35561411299514,0.9142537784039539,High Demand
B000000042,Sample Product 42,Computers|Laptops|Gaming,816.0,1029.0,0.48,2.3,4874,Great quality product with nice features.,"Terrible, broke after one day.",213.0,0.22079999999999997,19.53131338189348,30,-1.0,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,4.732038834951457,1.1039999999999999,230,20.739313381893478,0.1214603098065216,Low Demand
B000000043,Sample Product 43,Clothing|Men|Shirts,4644.0,3458.0,0.37,2.0,8636,Great quality product with nice features.,"Amazing product, totally worth it!",-1186.0,0.148,18.127621158560572,34,0.48750000000000004,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,2.496675339693553,0.74,280,20.095121158560573,0.22603522617684288,Low Demand
B000000044,Sample Product 44,Clothing|Men|Shirts,4683.0,8404.0,0.77,3.3,33066,Great quality product with nice features.,"It is okay, nothing special.",3721.0,0.5082,34.34076058115738,28,0.4285714285714286,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,3.934086853063653,2.541,280,39.851332009728814,0.6124883456607282,Risky Product
B000000045,Sample Product 45,Clothing|Men|Shirts,1923.0,4091.0,0.65,2.3,45864,Great quality product with nice features.,Really good for the price. Fast shipping.,2168.0,0.299,24.686952429270637,41,0.44999999999999996,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,11.208211143695015,1.4949999999999999,280,28.126952429270634,0.6178027997106865,Risky Product
B000000046,Sample Product 46,Clothing|Men|Shirts,2181.0,7395.0,0.13,4.2,41805,Great quality product with nice features.,"Terrible, broke after one day.",5214.0,0.10920000000000002,44.69133962530326,30,-1.0,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,5.652379664683613,0.546,280,44.783339625303256,0.6103551925742873,High Demand
B000000047,Sample Product 47,Home|Kitchen|Appliances,3519.0,9631.0,0.72,4.7,33784,Great quality product with nice features.,Do not buy this waste of money.,6112.0,0.6768000000000001,49.01052932113549,31,-0.2,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,3.5074750830564785,3.384,232,55.57852932113549,0.7068369597974805,High Demand
B000000048,Sample Product 48,Computers|Laptops|Gaming,1674.0,1025.0,0.39,3.3,34153,Great quality product with nice features.,"It is okay, nothing special.",-649.0,0.25739999999999996,34.447495461875704,28,0.4285714285714286,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,33.287524366471736,1.287,230,37.45006689044713,0.5843159630436466,Medium Demand
B000000049,Sample Product 49,Computers|Laptops|Gaming,349.0,6977.0,0.69,2.8,41514,Great quality product with nice features.,"Amazing product, totally worth it!",6628.0,0.3863999999999999,29.774668242749165,34,0.48750000000000004,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,5.94926913155632,1.9319999999999997,230,34.126168242749166,0.6352867480863117,Risky Product
B000000050,Sample Product 50,Home|Kitchen|Appliances,773.0,501.0,0.12,3.3,29093,Great quality product with nice features.,"Terrible, broke after one day.",-272.0,0.07919999999999999,33.918347912900245,30,-1.0,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,57.95418326693227,0.39599999999999996,232,33.71034791290025,0.4044254113676089,Medium Demand
B000000051,Sample Product 51,Computers|Laptops|Gaming,4633.0,874.0,0.49,4.2,17654,Great quality product with nice features.,"Amazing product, totally worth it!",-3759.0,0.4116,41.07085209512244,34,0.48750000000000004,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,20.176,2.058,230,45.67435209512244,0.5395673821650292,Medium Demand
B000000052,Sample Product 52,Home|Kitchen|Appliances,2265.0,5148.0,0.51,2.0,32464,Great quality product with nice features.,"Amazing product, totally worth it!",2883.0,0.20400000000000001,20.775835729885173,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,6.304913575451544,1.02,232,23.303335729885173,0.45546527861491165,Risky Product
B000000053,Sample Product 53,Clothing|Men|Shirts,870.0,2865.0,0.44,3.8,34029,Great quality product with nice features.,"Amazing product, totally worth it!",1995.0,0.33440000000000003,39.65299151648082,34,0.48750000000000004,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,11.87334263782275,1.672,280,43.484491516480816,0.6426145161533361,High Demand
B000000054,Sample Product 54,Home|Kitchen|Appliances,4062.0,2025.0,0.58,3.8,40470,Great quality product with nice features.,Really good for the price. Fast shipping.,-2037.0,0.44079999999999997,40.31169559945922,41,0.44999999999999996,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,19.975320829220138,2.2039999999999997,232,45.169695599459224,0.7120353956964618,High Demand
B000000055,Sample Product 55,Clothing|Men|Shirts,4463.0,2146.0,0.5,3.9,20948,Great quality product with nice features.,Really good for the price. Fast shipping.,-2317.0,0.39,38.80440014690517,41,0.44999999999999996,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,9.75687005123428,1.95,280,43.15440014690517,0.5375360888433488,Medium Demand
B000000056,Sample Product 56,Clothing|Men|Shirts,2084.0,513.0,0.51,2.7,29979,Great quality product with nice features.,Do not buy this waste of money.,-1571.0,0.27540000000000003,27.832371583472792,31,-0.2,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,58.324902723735406,1.3770000000000002,280,30.386371583472794,0.4514357784340907,Risky Product
B000000057,Sample Product 57,Electronics|TV|Smart,1177.0,5099.0,0.19,4.1,22057,Great quality product with nice features.,"Terrible, broke after one day.",3922.0,0.1558,41.005865570150974,30,-1.0,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,4.324901960784314,0.7789999999999999,258,41.56386557015097,0.42781260924597664,Medium Demand
B000000058,Sample Product 58,Home|Kitchen|Appliances,335.0,2778.0,0.23,2.3,29008,Great quality product with nice features.,"It is okay, nothing special.",2443.0,0.10579999999999999,23.633331232993164,28,0.4285714285714286,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,10.438287153652393,0.529,232,25.11990266156459,0.42179977957067943,Medium Demand
B000000059,Sample Product 59,Electronics|TV|Smart,488.0,3655.0,0.3,2.6,43170,Great quality product with nice features.,"It is okay, nothing special.",3167.0,0.156,27.749603056540714,28,0.4285714285714286,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,11.807986870897155,0.78,258,29.73817448511214,0.5868390779854826,Medium Demand
B000000060,Sample Product 60,Home|Kitchen|Appliances,3137.0,8821.0,0.56,4.6,48288,Great quality product with nice features.,"It is okay, nothing special.",5684.0,0.5152,49.610811723987226,28,0.4285714285714286,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,5.473588755384267,2.576,232,55.19138315255866,0.8591111532069883,High Demand
B000000061,Sample Product 61,Home|Kitchen|Appliances,4958.0,4314.0,0.26,4.2,44633,Great quality product with nice features.,"Amazing product, totally worth it!",-644.0,0.21840000000000004,44.96625495356147,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,10.343684820393975,1.092,232,47.63775495356146,0.760485771653306,High Demand
B000000062,Sample Product 62,Electronics|TV|Smart,1948.0,3716.0,0.25,2.0,48450,Great quality product with nice features.,Really good for the price. Fast shipping.,1768.0,0.1,21.57661651388159,41,0.44999999999999996,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,13.034705407586763,0.5,258,23.02661651388159,0.571182945572901,Medium Demand
B000000063,Sample Product 63,Electronics|TV|Smart,4819.0,8719.0,0.55,2.7,5544,Great quality product with nice features.,"Terrible, broke after one day.",3900.0,0.29700000000000004,23.275760129418064,30,-1.0,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,0.6357798165137615,1.4850000000000003,258,25.245760129418066,0.17451781086131035,Risky Product
B000000064,Sample Product 64,Home|Kitchen|Appliances,2914.0,2613.0,0.42,2.6,21068,Great quality product with nice features.,"Amazing product, totally worth it!",-301.0,0.2184,25.88445091655054,34,0.48750000000000004,Home,3,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0,8.059678653404744,1.092,232,28.555950916550543,0.4034335144054005,Low Demand
B000000065,Sample Product 65,Computers|Laptops|Gaming,3474.0,9944.0,0.24,2.8,45257,Great quality product with nice features.,Really good for the price. Fast shipping.,6470.0,0.1344,30.016377241428717,41,0.44999999999999996,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,4.550729009552539,0.6719999999999999,230,31.810377241428718,0.6213148845759748,Medium Demand
B000000066,Sample Product 66,Clothing|Men|Shirts,3378.0,4856.0,0.33,2.7,25098,Great quality product with nice features.,Really good for the price. Fast shipping.,1478.0,0.17820000000000003,27.35257486595967,41,0.44999999999999996,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,5.167387276096356,0.8910000000000001,280,29.58457486595967,0.43805643119763726,Medium Demand
B000000067,Sample Product 67,Electronics|TV|Smart,1352.0,6043.0,0.55,2.2,42848,Great quality product with nice features.,"Terrible, broke after one day.",4691.0,0.24200000000000005,23.463962690367623,30,-1.0,Electronics,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,7.089344804765056,1.2100000000000002,258,24.883962690367625,0.46178500391778676,Risky Product
B000000068,Sample Product 68,Clothing|Men|Shirts,4081.0,5055.0,0.08,3.4,43513,Great quality product with nice features.,"Terrible, broke after one day.",974.0,0.0544,36.3148492148857,30,-1.0,Clothing,0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,1,8.606210443037975,0.272,280,35.858849214885694,0.5407972997408234,Medium Demand
B000000069,Sample Product 69,Computers|Laptops|Gaming,4773.0,7562.0,0.59,4.2,3810,Great quality product with nice features.,"Terrible, broke after one day.",2789.0,0.49560000000000004,34.63171698367021,30,-1.0,Computers,1,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,2,0.5037683458944863,2.4779999999999998,230,38.58771698367021,0.31284063648966304,Medium Demand
